ld,paper,origin_chamber,snum,title,committee,final_disposition,governor_action,chaptered_law,chapter,became_law,last_house_action,last_senate_action,sponsor_count,action_count,roll_call_count,amendment_count,ps_url,lawmaker_summary_url
215,HP0138,House,132,An Act Regarding Large Recovery Residences,Health and Human Services,"Enacted, Jul 1, 2025","Signed, Jul 1, 2025","ACTPUB, Chapter 449",449,True,6/25/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/25/2025 - PASSED TO BE ENACTED , in concurrence.",2,13,2,3,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0138,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0138&SessionID=16
216,HP0139,House,132,An Act to Change the Statutory Adjournment Date for the Second Regular Session of the Legislature,State and Local Government,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 27, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",3/27/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0139,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0139&SessionID=16
217,HP0140,House,132,An Act to Require Schools to Provide Access to Free Condoms for Students in Grades 9 to 12 in the School Nurse's Office,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 6, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",5/6/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0140,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0140&SessionID=16
218,HP0141,House,132,An Act to Make Student Transfer Agreements Renew Automatically Except in Certain Circumstances,Education and Cultural Affairs,"Died Between Houses, Jun 11, 2025",,,,False,"6/10/2025 - Speaker laid before the House Subsequently, the House INSISTED on ACCEPTANCE of the Majority Ought Not to Pass Report. ORDERED SENT FORTHWITH.",6/11/2025 - On motion by Senator PIERCE of Cumberland the Senate INSISTED on The Minority Ought to Pass Report. Placed in Legislative Files (DEAD),2,13,1,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0141,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0141&SessionID=16
219,HP0142,House,132,An Act to Limit Hypodermic Apparatus Exchange Programs to a One-for-one Exchange,Health and Human Services,"Accepted Majority (ONTP) Report, Apr 17, 2025",,,,False,"4/15/2025 - Reports READ . On motion of Representative MEYER of Eliot, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 84 (Yeas 76 - Nays 69 - Absent 5 - Excused 0 - Restricted - 1) Sent for concurrence. ORDERED SENT FORTHWITH.",4/17/2025 - Reports Read On motion by Senator INGWERSEN of York the Majority Ought Not to Pass Report ACCEPTED . in concurrence PREVAILED Roll Call Ordered Roll Call Number 110 Yeas 22 - Nays 12 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),3,4,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0142,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0142&SessionID=16
220,HP0143,House,132,An Act to Establish the Hope and Inclusion Scholarship Program in Order to Provide Funding for Students Attending Certain Private Schools and Students Receiving Home Instruction,Education and Cultural Affairs,"Accepted Majority (ONTP) Report, May 21, 2025",,,,False,"5/20/2025 - Reports READ . On motion of Representative MURPHY of Scarborough, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 145 (Yeas 81 - Nays 67 - Absent 2 - Excused 0 - Restricted - 1) Sent for concurrence. ORDERED SENT FORTHWITH.",5/21/2025 - Reports Read On motion by Senator RAFFERTY of York the Majority Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 193 Yeas 17 - Nays 14 - Excused 4 - Absent 0 Placed in Legislative Files (DEAD),10,5,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0143,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0143&SessionID=16
221,HP0144,House,132,An Act to Address the Effect of Changes to Federal Income Tax Laws on Maine Income Tax Laws,Taxation,"Enacted, Jun 17, 2025","Signed, Jun 17, 2025","ACTPUB, Chapter 336",336,True,6/9/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/9/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0144,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0144&SessionID=16
222,HP0145,House,132,An Act to Establish a Take-back and Disposal Program for Firefighting and Fire-suppressing Foam to Which Perfluoroalkyl and Polyfluoroalkyl Substances Have Been Added,Environment and Natural Resources,"Enacted, Jan 11, 2026","Unsigned, Jan 11, 2026","ACTPUB, Chapter 525",525,True,6/25/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,7/8/2025 - HELD BY THE GOVERNOR.,10,11,2,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0145,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0145&SessionID=16
223,HP0146,House,132,An Act to Amend the Mining Excise Tax Laws,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 1, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/1/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0146,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0146&SessionID=16
224,HP0147,House,132,"An Act to Expand the Definition of ""Terrorism"" in the Laws Governing the Maine Emergency Management Agency",Criminal Justice and Public Safety,"Enacted, May 16, 2025","Signed, May 16, 2025","ACTPUB, Chapter 77",77,True,5/13/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/14/2025 - PASSED TO BE ENACTED , in concurrence.",1,7,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0147,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0147&SessionID=16
225,HP0148,House,132,An Act to Reduce Property Taxes and Finance Public School Construction and Education Through a 3 Percent Sales Tax on Hotel and Lodging Place Rentals,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 8, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/8/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0148,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0148&SessionID=16
226,HP0149,House,132,An Act to Protect the Cultural Resources and Historical Heritage of Sears Island in Searsport by Extending Conservation Easement Protections,Environment and Natural Resources,"Accepted Majority (ONTP) Report, Apr 8, 2025",,,,False,"4/1/2025 - Reports READ . On motion of Representative DOUDERA of Camden, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 65 (Yeas 76 - Nays 68 - Absent 6 - Excused 0 - Restricted - 1) Sent for concurrence. ORDERED SENT FORTHWITH.",4/8/2025 - Reports Read On motion by Senator TEPLER of Sagadahoc the Majority Ought Not to Pass Report ACCEPTED . in concurrence PREVAILED Roll Call Ordered Roll Call Number 92 Yeas 24 - Nays 9 - Excused 2 - Absent 0 Placed in Legislative Files (DEAD),7,5,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0149,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0149&SessionID=16
227,HP0150,House,132,An Act Regarding Liability for Acts of Violence Occurring in the State House or Legislative Space in the Burton M. Cross Building,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 11, 2025",,,,False,1/21/2025 - Committee on Judiciary suggested and ordered printed. The Bill was REFERRED to the Committee on JUDICIARY . Sent for concurrence. ORDERED SENT FORTHWITH.,3/11/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0150,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0150&SessionID=16
228,HP0151,House,132,An Act to Allow Coastal Seawalls to Be Raised by up to 2 Feet in Order to Accommodate Predicted Sea Level Rise,Environment and Natural Resources,"Emergency Enacted, May 29, 2025","Emergency Signed, May 29, 2025","ACTPUB, Chapter 122",122,True,"5/27/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.","5/27/2025 - PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",8,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0151,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0151&SessionID=16
229,HP0152,House,132,An Act to Bring Fairness in Income Taxes to Maine Families by Adjusting the Tax Brackets and Tax Rates,Taxation,"Died On Adjournment, Apr 29, 2026",,,,False,4/29/2026 - The Bill was in the possession of the House when the Legislature adjourned Sine Die and was placed in the Legislative Files. ( DEAD ),6/16/2025 - Taken from the table by the President On motion by Senator PIERCE of Cumberland Bill and accompanying papers COMMITTED to the Committee on TAXATION in NON-CONCURRENCE. Sent down for concurrence,6,14,3,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0152,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0152&SessionID=16
230,HP0153,House,132,An Act to Protect Minors from Harmful Depictions Generated by Artificial Intelligence,Criminal Justice and Public Safety,"Leave to Withdraw, May 28, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",5/28/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0153,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0153&SessionID=16
231,HP0154,House,132,An Act to Update the Solid Waste Management Hierarchy,Environment and Natural Resources,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 20, 2025",,,,False,"1/16/2025 - Received by the Clerk of the House on January 16, 2025. The Bill was REFERRED to the Committee on ENVIRONMENT AND NATURAL RESOURCES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",3/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),5,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0154,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0154&SessionID=16
232,HP0155,House,132,An Act to Impose a Vehicle Weight Limit on Route 46 in the Town of Eddington,Transportation,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 4, 2025",,,,False,"1/16/2025 - Received by the Clerk of the House on January 16, 2025. The Bill was REFERRED to the Committee on TRANSPORTATION pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",3/4/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),2,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0155,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0155&SessionID=16
233,HP0156,House,132,An Act to Prohibit Biological Males from Participating in School Athletic Programs and Activities Designated for Females When State Funding Is Provided to the School,Judiciary,"Died Between Houses, Jun 17, 2025",,,,False,"6/16/2025 - The House INSISTED on ACCEPTANCE of REPORT A Ought to Pass as Amended and PASSAGE TO BE ENGROSSED as Amended by Committee Amendment ""A"" (H-692) ORDERED SENT FORTHWITH.",6/17/2025 - Senator PIERCE of Cumberland moved the Senate INSIST on The Report B Ought Not To Pass Report. Motion by Senator STEWART of Aroostook RECEDE and CONCUR FAILED Roll Call Ordered Roll Call Number 586 Yeas 14 - Nays 21 - Excused 0 - Absent 0 Subsequently the Senate INSISTED on The Report B Ought Not to Pass Report. Placed in Legislative Files (DEAD),10,7,3,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0156,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0156&SessionID=16
234,HP0157,House,132,An Act to Eliminate Ranked-choice Voting,Veterans and Legal Affairs,"Accepted Majority (ONTP) Report, Mar 25, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",3/25/2025 - Reports Read On motion by Senator HICKMAN of Kennebec the Majority Ought Not to Pass Report ACCEPTED . in concurrence PREVAILED On motion by Senator STEWART of Aroostook Roll Call Ordered Roll Call Number 72 Yeas 20 - Nays 14 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),8,4,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0157,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0157&SessionID=16
235,HP0158,House,132,"Resolve, Regarding the Operation and Future Capacity of State-owned Landfills",Environment and Natural Resources,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 20, 2025",,,,False,"1/16/2025 - Received by the Clerk of the House on January 16, 2025. The Resolve was REFERRED to the Committee on ENVIRONMENT AND NATURAL RESOURCES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",3/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),4,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0158,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0158&SessionID=16
236,HP0159,House,132,An Act to Provide Legislative Oversight of the Rule-making Petition Process,State and Local Government,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",5/21/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),3,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0159,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0159&SessionID=16
237,SP0103,Senate,132,An Act to Increase the Percentage of Funds Provided to Municipalities Through State-Municipal Revenue Sharing,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 20, 2025",,,,False,None,3/20/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),2,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0103,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0103&SessionID=16
238,SP0104,Senate,132,An Act to Protect Emergency Medical Services Persons' Right to Work in Multiple Health Care Settings,"Health Coverage, Insurance and Financial Services","Enacted, May 13, 2025","Unsigned, May 13, 2025","ACTPUB, Chapter 70",70,True,4/29/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"4/30/2025 - PASSED TO BE ENACTED , in concurrence.",6,7,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0104,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0104&SessionID=16
239,SP0105,Senate,132,An Act to Allow Retail Pharmacies to Operate Remote Dispensing Sites in Rural Areas,"Health Coverage, Insurance and Financial Services","Enacted, May 29, 2025","Signed, May 29, 2025","ACTPUB, Chapter 136",136,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",5,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0105,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0105&SessionID=16
240,SP0106,Senate,132,An Act to Create Consistency in Retirement Service Benefits Deferral Under the Maine Public Employees Retirement System,Labor,"Enacted, Mar 25, 2025","Signed, Mar 25, 2025","ACTPUB, Chapter 12",12,True,3/20/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"3/20/2025 - PASSED TO BE ENACTED , in concurrence.",1,5,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0106,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0106&SessionID=16
241,SP0107,Senate,132,An Act to Authorize the Public Utilities Commission to Approve Rate Adjustments for Low-income Water Utility Ratepayers,"Energy, Utilities and Technology","Enacted, May 29, 2025","Signed, May 29, 2025","ACTPUB, Chapter 137",137,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",1,7,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0107,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0107&SessionID=16
242,SP0108,Senate,132,An Act to Extend the Maximum Time Period for Certain School Construction Bonds,Education and Cultural Affairs,"Enacted, Jun 9, 2025","Signed, Jun 9, 2025","ACTPUB, Chapter 197",197,True,6/2/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/2/2025 - PASSED TO BE ENACTED , in concurrence.",3,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0108,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0108&SessionID=16
